sentence1,sentence2,label,id
A man with stick in field with two dogs.,There are two dogs outdoors.,0,snli_434109
you have to make yourself do it yeah,You have to force it.,0,mnli_117310
People gather around a window to look outside at a large crowd.,A group is by the window.,0,snli_162677
it would be nice but,"That would be great, however",0,mnli_160101
Leading organizations have recognized that a critical success factor in fostering a results-oriented culture is a performance management system that creates a line of sight showing how unit and individual performance can contribute to overall organizational goals and helping them understand the connection between their daily activities and the organization's success.,The overall goals of an organization can be achieved through both team and individual performance. ,0,mnli_50635
"As one woman raises herself from a chair with her arms, another looks on and laughs.",The women are walking through the nature preserve.,2,snli_30967
Little girl wearing a yellow shirt jumping over a orange cone.,A woman walks down the street.,2,snli_210532
A young boy is feeding a horse some hay from an orange bucket.,A young boy feeds a cute little kitten.,2,snli_376478
Two small children in red shirts playing on a skateboard.,The children are playing with a red truck.,2,snli_263442
"Since then, there's been no mention of tollbooths on the bridge to the 21 st century.","Since then, no mention of bridge tollbooths on that bridge have been made in this century because of the actions of a few good men.",1,mnli_239413
A man in green and brown swings a pick-axe at the ground while two people with shovels watch.,A man is swinging a pick axe.,0,snli_419462
"Over the years, as new social or economic problems emerged, Congress assigned many agencies new and unanticipated program responsibilities.",Many agencies were assigned new program responsibilities by Congress.,0,mnli_385882
Stand on the Grand Pont for the celebrated view of the strange old timbered houses reflected in the calm waters of the river that runs through the middle of the town.,There is a nice view of the river and the old houses.,0,mnli_177733
A guy in a black shirt coming through the door with two bags of ice.,The hero of the party arrives with ice.,1,snli_450345
A band plays to a small crowd.,A band plays to an empty crowd.,2,snli_501187
A group of people waits at a crosswalk.,The people are waiting in the alley.,2,snli_212585
A boy with no shirt and a volleyball in his hand.,A boy is playing volleyball somewhere warm.,1,snli_111561
Three girls stand under umbrellas before a stage.,Three umbrellas are standing under three girls,2,snli_423554
"No ballots will be accepted after May 6, 1998.",The voting will end on May 6th.,0,mnli_215913
The basketball player wearing the white outfit and orange sneakers is doing a lay up.,"The basketball player, wearing a blue outfit and white sneakers, is kicking the basketball.",2,snli_546803
A young girl wearing purple jeans and a purple jacket is standing on her arms and legs with her back toward the ground.,The girl is in bed napping.,2,snli_249734
A man in red clings to a sheer cliff face.,the man is rock climbing,1,snli_500843
A crowd watches an outdoor concert.,A group of people is watching a performance.,0,snli_140816
"On March 21, 1997, the FCC published a notice of proposed rulemaking in the Federal Register.",The FCC released a notice in 1997 about rulemaking.,0,mnli_259355
people walking a standing in a city park.,Some people walking and others standing in a park outside of a city.,1,snli_45549
A girl in a white dress walks next to a girl in a blue dress.,Nobody is walking.,2,snli_297002
"Usually, IDA account holders must undergo economic literacy training as a condition of participation.",IDA account holders must never undergo economic literacy training.,2,mnli_25480
A woman standing in front of a dock with coolers.,A woman is on a dock.,0,snli_82960
A barefooted woman in a white tank and blue shorts puts her feet in the water spray.,A women is fixing her car.,2,snli_175616
"Because, at the risk of sentimentality, it's the News Quiz participants that make it fun for me.",The participants of the News Quiz makes it fun because they are very entertaining.,1,mnli_122150
One man sits alone outside on a chair.,A man sits by himself outside on a chair.,0,snli_468888
"We risk hubris, given our lackluster national cuisine--not that I'm knocking high-fat, high-calorie, high-profit, bland stuff served up on a bun and eaten in a car--if we mock the food of another country.",Mocking the food of another country opens us up to hubris.,0,mnli_35584
"Two unhappy-looking older people looking past the camera, the male holding a book and the woman wearing a fur coat.",Two old people are unhappy because they missed the dinner special.,1,snli_490848
"To me, at least, the idea that changes in demand will normally be offset by Fed policy--so that they will, on average, have no effect on employment--seems both simple and entirely reasonable.",The Fed does not have the ability to react to change in demand.,2,mnli_200001
"See for yourself, but I think the message most people would get from both sources is Drinking isn't all bad, but eschew it anyway.",Drinking is not a bad thing at all.,1,mnli_68148
"As Macau developed into the greatest port in the East, it also became a base for Jesuit missionaries; it was later a haven for persecuted Japanese Christians.",Macau became a base for Jesuit missionaries.,0,mnli_80576
Two guys stand outside of a building that has been spray painted with words.,two men stand by a building with graffiti,0,snli_454897
"Expenses paid, and a moderate screw?"" Tuppence gazed at him, her lips parted, her eyes growing wider and wider.",Tuppence was turned on.,2,mnli_153778
A man and woman speak with a bus driver while boarding the bus.,A man and woman speak with a bus driver about their destination while boarding the bus.,1,snli_425485
A man is doing a flip in the air off of a sand dune.,A man is getting sand in his hair.,0,snli_61517
A girl and woman are posing while sitting on a carpeted staircase.,A girl and woman are indoors.,0,snli_541003
A young man in blue jeans and a blue tee-shirt an sunglasses is on a skateboard on pavement lined with palm trees.,a young male skates on pavement,0,snli_76646
All other spending as well as federal revenue are assumed to grow at essentially the same rate as the economy.,Spending is essential to the economy ,1,mnli_93084
a young boy sitting in a tree swing playing with his cat.,A boy is sitting with his cat.,1,snli_248534
